Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,What_it_does,Year_Founded,Founders,Investor
TheCollegeFever,"Brand Marketing, Event Promotion, Marketing, Sponsorship, Ticketing",Seed,2018,250000.0,"Bangalore, Karnataka, India","TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",,,
Happy Cow Dairy,"Agriculture, Farming",Seed,2018,584000.0,"Mumbai, Maharashtra, India",A startup which aggregates milk from dairy farmers in rural Maharashtra.,,,
MyLoanCare,"Credit, Financial Services, Lending, Marketplace",Series A,2018,949000.0,"Gurgaon, Haryana, India",Leading Online Loans Marketplace in India,,,
PayMe India,"Financial Services, FinTech",Angel,2018,2000000.0,"Noida, Uttar Pradesh, India",PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,,,
Eunimart,"E-Commerce Platforms, Retail, SaaS",Seed,2018,0.0,"Hyderabad, Andhra Pradesh, India",Eunimart is a one stop solution for merchants to create a difference by selling globally.,,,
Hasura,"Cloud Infrastructure, PaaS, SaaS",Seed,2018,1600000.0,"Bengaluru, Karnataka, India","Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",,,
Tripshelf,"Internet, Leisure, Marketplace",Seed,2018,233600.0,"Kalkaji, Delhi, India",Tripshelf is an online market place for holiday packages.,,,
Hyperdata.IO,Market Research,Angel,2018,730000.0,"Hyderabad, Andhra Pradesh, India",Hyperdata combines advanced machine learning with human intelligence.,,,
Freightwalla,"Information Services, Information Technology",Seed,2018,0.0,"Mumbai, Maharashtra, India",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,,,
Microchip Payments,Mobile Payments,Seed,2018,0.0,"Bangalore, Karnataka, India",Microchip payments is a mobile-based payment application and point-of-sale device,,,
BizCrum Infotech Pvt. Ltd.,"B2B, Shoes",Seed,2018,0.0,"Delhi, Delhi, India",Building Transactionary B2B Marketplaces,,,
Emojifi,Internet,Seed,2018,0.0,"Bengaluru, Karnataka, India","Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",,,
Flock,"Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",Seed,2018,0.0,"India, Asia",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,,,
Freshboxx,Food Delivery,Seed,2018,0.0,"Hubli, Karnataka, India","Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",,,
Wide Mobility Mechatronics,Industrial Automation,Seed,2018,0.0,"Bangalore, Karnataka, India",Wide Mobility Mechatronics is a Private Company limited by Shares,,,
Pitstop,"Automotive, Search Engine, Service Industry",Seed,2018,1460000.0,"Bengaluru, Karnataka, India",Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,,,
Mihuru,"Finance, Internet, Travel",Seed,2018,150000.0,"Mumbai, Maharashtra, India",Mihuru is an online platform which gives micro loans for air travel .,,,
Fyle,"Accounting, Business Information Systems, Business Travel, Finance, SaaS",Seed,2018,1100000.0,"Bengaluru, Karnataka, India",Fyle is an intelligent expense management platform for enterprises.,,,
AppWharf,"Artificial Intelligence, Product Search, SaaS, Service Industry, Software",Seed,2018,0.0,"New Delhi, Delhi, India",Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,,,
Antariksh Waste Ventures Pvt ltd,"Internet of Things, Waste Management",Seed,2018,7300.0,"Chennai, Tamil Nadu, India",Waste Management for Smart Cities,,,
Cogoport,"Air Transportation, Freight Service, Logistics, Marine Transportation",Series A,2018,6000000.0,"Mumbai, Maharashtra, India",Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,,,
PaisaDukan,Financial Services,Seed,2018,650000.0,"Mumbai, Maharashtra, India",A P2P lending marketplace platform,,,
Sleepy Owl Coffee,Food and Beverage,Seed,2018,511000.0,"New Delhi, Delhi, India","Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",,,
BlueJack,Autonomous Vehicles,Seed,2018,934400.0,"Delhi, Delhi, India",Delhi-based online used vehicles marketplace.,,,
PregBuddy,"Enterprise Software, Health Care, Hospital, Parenting, Personal Health, SaaS",Seed,2018,0.0,"Bengaluru, Karnataka, India",PregBuddy is a smart connected care platform for expecting mothers.,,,
AgNext Technologies,"Agriculture, Analytics, Big Data, Farming",Series A,2018,0.0,"Mohali, Punjab, India",AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,,,
Pando,"Logistics, Supply Chain Management",Seed,2018,2000000.0,"Chennai, Tamil Nadu, India",A startup which digitizes logistics operations for Fortune 500 companies.,,,
Mintifi,"Financial Services, Lending",Seed,2018,2000000.0,"Mumbai, Maharashtra, India",Online lending startup based in Mumbai.,,,
Carcrew,"Automotive, Marketplace, Online Portals",Seed,2018,2000000.0,"Mumbai, Maharashtra, India",India's Online Auto Repair Marketplace,,,
NicheAI,Artificial Intelligence,Angel,2018,0.0,"Hyderabad, Andhra Pradesh, India",Early stage Artificial Intelligence (AI) start up.,,,
Chariot Tech,"Internet of Things, Telecommunications",Seed,2018,292000.0,"New Delhi, Delhi, India",Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,,,
Ideal Insurance Brokers/ 121Policy.com,Insurance,Seed,2018,1000000.0,"Kolkata, West Bengal, India",Ideal Insurance Broking is one of the leaders in insurance broking domain.,,,
Loanzen,Financial Services,Seed,2018,0.0,"Bangalore, Karnataka, India",Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,,,
Mojro Technologies,"Information Technology, Logistics, Supply Chain Management",Seed,2018,650000.0,"Bengaluru, Karnataka, India",Mojro envisions to be the world's largest technology-enabled logistics platform.,,,
Elemential,"Blockchain, Developer Tools, Enterprise Software",Seed,2018,1000000.0,"Mumbai, Maharashtra, India","Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",,,
Loadshare,"Industrial Automation, Logistics, Supply Chain Management",Series A,2018,5000000.0,"Bengaluru, Karnataka, India",LoadShare is India’s fastest growing logistics company,,,
Yumlane,"Food and Beverage, Food Delivery, Snack Food",Series A,2018,4000000.0,"Mumbai, Maharashtra, India",Food startup Yumlane operated by QwikPik Technology,,,
Kriger Campus,Education,Seed,2018,438000.0,"New Delhi, Delhi, India",A Education Start Up.,,,
Pipa+Bella,"E-Commerce, Fashion, Jewelry, Retail",Series A,2018,1000000.0,"Mumbai, Maharashtra, India",Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,,,
Kaleidofin,Financial Services,Seed,2018,2800000.0,"Chennai, Tamil Nadu, India",A fintech platform.,,,
Chakr Innovation,Renewable Energy,Seed,2018,0.0,"New Delhi, Delhi, India",Chakr has developed the world’s first retro-fit emission control device for diesel generators.,,,
IndigoLearn,"E-Learning, Education",Seed,2018,150000.0,"Hyderabad, Andhra Pradesh, India",India's the premier education destination catering to the needs of aspiring students of the CA community.,,,
UClean,"Clean Energy, CleanTech, Laundry and Dry-cleaning",Seed,2018,584000.0,"India, Asia",UClean is a tech enabled laundry service provider.,,,
Coutloot,"E-Commerce, Fashion, Mobile",Seed,2018,1000000.0,"Mumbai, Maharashtra, India",The Fashion Re-commerce platform.,,,
Letstrack,"Apps, Messaging, Navigation, Public Safety",Seed,2018,1700000.0,"New Delhi, Delhi, India","Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",,,
Pooltoo,Transportation,Seed,2018,0.0,"New Delhi, Delhi, India",Pooltoo offers a premium ride sharing platform.,,,
Finzy,"Financial Services, Lending",Seed,2018,1300000.0,"Bangalore, Karnataka, India",finzy is the premier peer to peer lending solution in India.,,,
Fitternity,"Fitness, Health Care, Wellness",Seed,2018,2000000.0,"Mumbai, Maharashtra, India",India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,,,
Keito,"Artificial Intelligence, Machine Learning, SaaS, Virtual Assistant",Seed,2018,0.0,"Pune, Maharashtra, India",Building an Intelligent Digital Assistant.,,,
Tolet for Students,Hospitality,Seed,2018,73000.0,"Jodhpur, Rajasthan, India","Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",,,
Chai Kings,"Food and Beverage, Tea",Seed,2018,292000.0,"Chennai, Tamil Nadu, India",Chai Kings is a tea retail chain,,,
Dainik Jagran,"Media and Entertainment, News, Outdoors",Seed,2018,584000.0,"Kanpur, Uttar Pradesh, India",Dainik Jagran is a media and communications group.,,,
Playtoome,"Broadcasting, Media and Entertainment, Music, Music Streaming, Video, Video Streaming",Seed,2018,292000.0,"Bengaluru, Karnataka, India",Playtoome is a live entertainment destination,,,
ONGO Framework,"B2B, Information Services, Information Technology",Angel,2018,1000000.0,"Hyderabad, Andhra Pradesh, India",ONGO Framework is a B2B IT and digital solution provider.,,,
Notesgen,"EdTech, Education, Enterprise Software, Peer to Peer",Seed,2018,182500.0,"New Delhi, Delhi, India",A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,,,
Arogya MedTech,"Health Care, Medical",Seed,2018,219000.0,"Kolkata, West Bengal, India",Arogya MedTech is a Research & Development organization in Bio-Medical industry.,,,
Propshop24,E-Commerce,Seed,2018,500000.0,"Mumbai, Maharashtra, India","Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",,,
myUpchar,"Health Care, Hospital, Wellness",Series A,2018,5000000.0,"New Delhi, Delhi, India",To bring health issues to people in their language.,,,
MissMalini Entertainment,—,Seed,2018,1518400.0,"Mumbai, Maharashtra, India","MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",,,
Rooter,Sports,Seed,2018,657000.0,"India, Asia",Rooter is a mobile-based platform,,,
ZestMoney,"Big Data, Consumer Lending, FinTech",Series A,2018,13400000.0,"Bangalore, Karnataka, India",Zest is India's first completely automated consumer digital lending platform.,,,
alphaics Corporation,"Cloud Computing, Computer, Semiconductor",Seed,2018,0.0,"Bengaluru, Karnataka, India",Advancing AI compute,,,
MyDentistChoice,"Health Care, Medical, Pharmaceutical",Seed,2018,500000.0,"Hyderabad, Andhra Pradesh, India",MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,,,
Sattviko,"Food Processing, Retail",Angel,2018,0.0,"New Delhi, Delhi, India",Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,,,
Sensibull,Trading Platform,Seed,2018,365000.0,"Bangalore, Karnataka, India",Investment Management Platform,,,
Bombay Shaving Company,"Consumer Goods, Lifestyle, Men's",Series A,2018,0.0,"New Delhi, Delhi, India",Bombay Shaving Company is a Men's grooming startup,,,
MedCords,Wellness,Seed,2018,385440.0,"Pune, Maharashtra, India",Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,,,
University Living,Education,Seed,2018,0.0,"New Delhi, Delhi, India",University Living is an online global student housing marketplace.,,,
&ME,"Food and Beverage, Food Processing, Nutrition",Seed,2018,0.0,"Bangalore, Karnataka, India",Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,,,
Enakshi,Fashion,Seed,2018,116800.0,"Ahmedabad, Gujarat, India",Enakshi is an online apparel brand for women.,,,
Ultraviolette Automotive,"Automotive, Electric Vehicle, Energy Storage",Series A,2018,876.0,"Bangalore, Karnataka, India",Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,,,
Inthree Access,"Consulting, Retail, Social",Series A,2018,4000000.0,"Chennai, Tamil Nadu, India",Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,,,
BUGWORKS Research India,"Biotechnology, Life Science, Pharmaceutical, Product Research",Series A,2018,9000000.0,"Bangalore, Karnataka, India",BUGWORKS is a drug discovery company.,,,
Guardian.in,Health Care,Seed,2018,0.0,"Mumbai, Maharashtra, India",GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,,,
PrestLoans,"Credit, Financial Services, FinTech, Personal Finance",Seed,2018,100000.0,"New Delhi, Delhi, India","PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",,,
Wimoxez,Internet,Seed,2018,20000.0,"Hyderabad, Andhra Pradesh, India","Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",,,
India Accelerator,"Communities, Coworking, Incubators",Angel,2018,0.0,"Gurgaon, Haryana, India",India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,,,
HappyEMI,"Consumer, Financial Services, FinTech",Seed,2018,1000000.0,"Bangalore, Karnataka, India",HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,,,
Wishup,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",Seed,2018,0.0,"Azadpur, Delhi, India",Premium Personal Assistance service,,,
Hansel.io,"Mobile, Mobile Apps, Personalization, Test and Measurement, Web Apps",Series A,2018,4000000.0,"Bangalore, Karnataka, India","Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",,,
Propelld,"Education, Financial Services, FinTech",Seed,2018,250000.0,"Bengaluru, Karnataka, India",Propelld is a student education financing platform.,,,
PivotRoots,"Advertising, Consulting, Digital Marketing",Series A,2018,0.0,"Mumbai, Maharashtra, India",Digital Marketing powered by Data & Technology; fueled by Design thinking,,,
ZiffyHomes,"Marketplace, Real Estate, Rental Property",Seed,2018,120000.0,"New Delhi, Delhi, India",ZiffyHomes is a technology driven marketplace to find out home on rent.,,,
Carmesi,Health Care,Seed,2018,496400.0,"Gurgaon, Haryana, India",Carmesi is a brand of high-end menstrual-hygiene products in India.,,,
OckyPocky,"E-Learning, Internet, Video Games",Angel,2018,0.0,"Haryana, Haryana, India",OckyPocky is a interactive and personalised language learning app for preschool kids.,,,
Racetrack,"Artificial Intelligence, Cloud Computing, Video",Seed,2018,4993200.0,"Bangalore, Karnataka, India","Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",,,
WHR,"Health Care, Information Technology",Seed,2018,143145.0,"Pune, Maharashtra, India","WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",,,
Asteria Aerospace,Aerospace,Seed,2018,0.0,"Bangalore, Karnataka, India",Asteria Aerospace is a robotics and artificial intelligence company.,,,
FabAlley,"E-Commerce, Fashion, Lifestyle",Series B,2018,8760000.0,"Noida, Uttar Pradesh, India","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",,,
Tranzmeo,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",Pre-Seed,2018,0.0,"Cochin, Kerala, India",Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,,,
SBI Life,Insurance,Private Equity,2018,742000000.0,"Mumbai, Maharashtra, India",SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,,,
Studds Accessories,E-Commerce,Private Equity,2018,14600000.0,"Faridabad, Haryana, India",Studds Accessories is a scooter accessories service provider in India,,,
Design Cafe,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home",Series B,2018,29200000.0,"Bengaluru, Karnataka, India","Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",,,
NoPaperForms Solutions Pvt. Ltd.,"EdTech, Education, Information Services, SaaS",Series B,2018,3980000.0,"New Delhi, Delhi, India","NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",,,
Rays Power Infra,"Energy, Solar",Venture - Series Unknown,2018,29200000.0,"Jaipur, Rajasthan, India",Rays Power Infra is a leading integrated Solar Power Company.,,,
AuthMetrik,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security",Grant,2018,10000.0,"Gurgaon, Haryana, India","SaaS, B2B, Security, Stop account sharing, Fraud Detection",,,
Khidki,"Artificial Intelligence, Social",Seed,2018,0.0,"Bangalore, Karnataka, India",Vernacular Social Network Focused on Town Level Content and Interactions,,,
LetsTransport,"Logistics, Transportation, Travel",Series B,2018,14600000.0,"Bangalore, Karnataka, India",Lets transport is a logistics solution provider.,,,
Next Digital Solutions,"Digital Marketing, SEM, SEO, Web Development",Angel,2018,1460.0,"Kota, Rajasthan, India",Next Digital Solutions is website design & Digital Marketing development company.,,,
Portea Medical,"Health Care, Hospital, Medical",Debt Financing,2018,3650000.0,"Bangalore, Karnataka, India",Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,,,
Aavas Financiers,"Finance, Financial Services",Post-IPO Debt,2018,29200000.0,"Jaipur, Rajasthan, India","Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",,,
Swiggy,"Food Delivery, Food Processing, Internet",Series H,2018,1000000000.0,"Bangalore, Karnataka, India",Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,,,
Milkbasket,"E-Commerce, Food and Beverage, Internet",Series A,2018,7000000.0,"Haryana, Haryana, India","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",,,
Nutrisattva (Proliva),"Fitness, Food and Beverage, Health Care, Nutrition",Angel,2018,0.0,"Anand, Gujarat, India",Nutrisattva is a protein innovation compan,,,
Toppr,"EdTech, Education, Knowledge Management",Series C,2018,35000000.0,"Mumbai, Maharashtra, India",Toppr.com is an online preparation platform for entrance exams in India.,,,
Jagaran Microfin,—,Debt Financing,2018,8030000.0,"Kolkata, West Bengal, India",Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,,,
Vivriti Capital,Financial Services,Venture - Series Unknown,2018,28500000.0,"Chennai, Tamil Nadu, India",Vivriti Capital is an online platform for institutional debt in India.,,,
Be U Salons,"Apps, Beauty, Consumer, Retail",Seed,2018,438000.0,"New Delhi, Delhi, India",Be U is India's first subscription based Salon Chain.,,,
Impact Guru,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health",Series A,2018,2000000.0,"Mumbai, Maharashtra, India","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",,,
MobiKwik,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",Series E,2018,3504000.0,"Gurgaon, Haryana, India",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,,,
Stones2Milestones,"E-Learning, Education, Higher Education",Seed,2018,0.0,"Gurgaon, Haryana, India",Stones2milestones is a Gurgaon Based Learning Company.,,,
Generico,"Health Care, Medical, Pharmaceutical",Series A,2018,0.0,"Mumbai, Maharashtra, India",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,,,
Adiuvo Diagnostics,Health Diagnostics,Seed,2018,0.0,"Chennai, Tamil Nadu, India",Adiuvo Diagnostics is a medical diagnostic device company based in India.,,,
DataTrained,"EdTech, Education",Seed,2018,1752000.0,"Bangalore, Karnataka, India","DataTrained is a educational platform, which operates an ed-tech startup on data science",,,
OneAssist,"Financial Services, SaaS, Security",Debt Financing,2018,2400000.0,"Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,,,
Satin Creditcare Network Limited (SCNL),"Banking, Finance, Financial Services, Non Profit",Post-IPO Debt,2018,30000000.0,"New Delhi, Delhi, India",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,,,
APAC Financial Services,"Finance, Financial Services",Private Equity,2018,36500000.0,"Mumbai, Maharashtra, India",APAC Financial Services is a financial services platform.,,,
Moglix,"B2B, E-Commerce, Mobile",Series C,2018,23000000.0,"Noida, Uttar Pradesh, India","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",,,
SEDEMAC Mechatronics,"Automotive, Electric Vehicle, Renewable Energy",Venture - Series Unknown,2018,0.0,"Mumbai, Maharashtra, India",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,,,
MadGuy Labs,E-Learning,Venture - Series Unknown,2018,150000.0,"Hyderabad, Andhra Pradesh, India",MadGuy Labs is a Online Test-prep Platform.,,,
Dee Dee Labs,"Embedded Systems, Health Care, Medical, Product Research",Seed,2018,0.0,"Pune, Maharashtra, India",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,,,
FLEECA,—,Seed,2018,0.0,"Jaipur, Rajasthan, India",FLEECA is a Tyre Care Provider company.,,,
Shop101,"Apps, E-Commerce, Internet",Series B,2018,11000000.0,"Mumbai, Maharashtra, India",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,,,
FeedMyPockets,"Advertising, Human Resources, Marketing",Seed,2018,642400.0,"Bangalore City, Karnataka, India",On Demand Staffing Platform,,,
Housejoy,"Beauty, Fitness, Home Services, Internet",Series B,2018,3240000.0,"Bengaluru, Karnataka, India",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,,,
Ambee,"Health Care, Medical Device, Public Safety",Angel,2018,0.0,"Bangalore, Karnataka, India",Ambee is an Environment analytics startup.,,,
FoodBuddy,"Food Delivery, Online Portals, Restaurants",Seed,2018,876000.0,"Belgaum, Karnataka, India","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",,,
Ninjacart,"AgTech, B2B, Supply Chain Management",Series B,2018,36500000.0,"Bengaluru, Karnataka, India",Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,,,
Olly Smart Credit Card,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",Seed,2018,0.0,"New Delhi, Delhi, India",Olly is a digital credit card for India's working masses and young people.,,,
Zestl,Software,Seed,2018,0.0,"Pune, Maharashtra, India","No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",,,
BYJU’S,"EdTech, Education, Higher Education, Secondary Education",Private Equity,2018,540000000.0,"Bangalore, Karnataka, India",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,,,
Wakefit,"Manufacturing, Retail",Venture - Series Unknown,2018,9490000.0,"Bangalore, Karnataka, India",Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,,,
Hero Electric,Manufacturing,Venture - Series Unknown,2018,23360000.0,"New Delhi, Delhi, India","Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",,,
Pentation Analytics,"Information Services, Information Technology, InsurTech",Seed,2018,0.0,"Mumbai, Maharashtra, India",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,,,
PerkFinance,"Consumer Lending, FinTech",Seed,2018,900000.0,"Bangalore, Karnataka, India",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,,,
Roposo,"Internet, Social Network, TV",Series C,2018,10000000.0,"Gurgaon, Haryana, India",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,,,
Plum Goodness,"Beauty, Health Care",Series A,2018,0.0,"Thane, Maharashtra, India",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,,,
Drstore,Hospital,Seed,2018,0.0,"Mumbai, Maharashtra, India",Drstore is a exclusive e- commerce platform.,,,
Wow Venue,Events,Venture - Series Unknown,2018,1500000.0,"Mumbai, Maharashtra, India",Wow Venue is an online platform.,,,
Chizel,"3D Printing, Manufacturing, Product Design",Seed,2018,0.0,"Pune, Maharashtra, India",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,,,
OTO Capital,Automotive,Seed,2018,730000.0,"Mumbai, Maharashtra, India",OTO Capital is a platform that allows you to own a car faster than ever.,,,
Boodmo,"Automotive, Retail",Seed,2018,1022000.0,"Gurgaon, Haryana, India",boodmo.com - large online marketplace for auto parts in India.,,,
Khabri,"Apps, Audio",Seed,2018,0.0,"Haryana, Haryana, India",Khabri is a digital audio platform for content in vernacular.,,,
MyNewCar.in,"Automotive, E-Commerce",Venture - Series Unknown,2018,1000000.0,"Gurgaon, Haryana, India",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,,,
HalaPlay Technologies,"Digital Entertainment, Fantasy Sports, Sports",Series A,2018,5000000.0,"Bangalore, Karnataka, India",A daily fantasy sports platform.,,,
PlanetSpark,"E-Learning, EdTech, Education",Seed,2018,233600.0,"Gurgaon, Haryana, India",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,,,
WheelsEMI,—,Series B,2018,14000000.0,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",,,
Forum for Innovation Incubation Research and Entrepreneurship,"Funding Platform, Incubators, Non Profit",Grant,2018,1496500.0,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",,,
OYO,"Hospitality, Hotel, Leisure, Travel",Series E,2018,100000000.0,"Gurgaon, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,,,
Quikr,"Classifieds, Internet, Marketplace, Rental Property",Debt Financing,2018,8030000.0,"Bangalore, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",,,
Tabono,Sports,Seed,2018,0.0,"Gurgaon, Haryana, India",Tabono is a one stop environment for all your fitness solution.,,,
LearnApp,"Banking, E-Learning, Trading Platform",Seed,2018,292000.0,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",,,
Shopkirana,"E-Commerce, Mobile, Retail",Venture - Series Unknown,2018,2000000.0,"Indore, Madhya Pradesh, India",Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,,,
Fric Bergen,—,Venture - Series Unknown,2018,0.0,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,,,
Articbot,"Artificial Intelligence, Information Technology",Grant,2018,17520.0,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,,,
BuildSupply,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",Series A,2018,3650000.0,"Gurgaon, Haryana, India",India’s most advanced ERP system for the real estate,,,
Fusion Microfinance,"Banking, Finance, Financial Services",Series E,2018,75920000.0,"New Delhi, Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,,,
Any time Doctor,Software,Angel,2018,0.0,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,,,
Go Payments,"Information Services, Information Technology",Corporate Round,2018,0.0,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,,,
Guiddoo World,"Audio, Mobile, Tourism, Travel",Seed,2018,800000.0,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,,,
ION Energy,"Energy, Energy Storage, Infrastructure",Venture - Series Unknown,2018,1041000.0,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,,,
UnoTag,Artificial Intelligence,Pre-Seed,2018,100000.0,"Bangalore, Karnataka, India",SaaS to verify counterfeit,,,
CivilCops,"Government, Information Technology, Software",Pre-Seed,2018,100000.0,"Gurgaon, Haryana, India",Gov-Tech,,,
Rockmetric,Information Technology,Grant,2018,0.0,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",,,
Classworks India,"Education, Information Technology, Internet, Mobile, Software",Undisclosed,2018,1460.0,"Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",,,
Snapmint,"Consumer Lending, Financial Services, Lending, Personal Finance",Seed,2018,0.0,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",,,
artbandhu,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",Pre-Seed,2018,15000.0,"Bangalore, Karnataka, India",Ai platform for Art and Creative Community,,,
